"Question Number" "Answer Number" "Predict Rank" "Predict Proba" "Answer class"
Q393_R22 Q393_R22_C1 1 0.9974441526810259 false
Q393_R22 Q393_R22_C7 2 0.9936215271850305 false
Q393_R22 Q393_R22_C4 3 0.8896554322360121 false
Q393_R22 Q393_R22_C8 4 0.8784335486607066 true
Q393_R22 Q393_R22_C6 5 0.8731502585980875 false
Q393_R22 Q393_R22_C10 6 0.8582242809138075 false
Q393_R22 Q393_R22_C5 7 0.7323108966489082 false
Q393_R22 Q393_R22_C9 8 0.7323108966489082 false
Q393_R22 Q393_R22_C3 9 0.5996129223572558 true
Q393_R22 Q393_R22_C2 10 0.5633534747926232 false
Q393_R31 Q393_R31_C4 1 0.9999994935581507 true
Q393_R31 Q393_R31_C8 2 0.9999287249248112 true
Q393_R31 Q393_R31_C9 3 0.9997565450412326 true
Q393_R31 Q393_R31_C6 4 0.9990295029031236 true
Q393_R31 Q393_R31_C7 5 0.997743230732098 true
Q393_R31 Q393_R31_C2 6 0.9956915508274189 true
Q393_R31 Q393_R31_C10 7 0.9951815989015227 true
Q393_R31 Q393_R31_C3 8 0.9579208112896529 true
Q393_R31 Q393_R31_C1 9 0.9150704033259106 true
Q393_R31 Q393_R31_C5 10 0.9109489897399656 false
Q394_R2 Q394_R2_C10 1 0.9999949564278595 true
Q394_R2 Q394_R2_C7 2 0.9996110863828802 true
Q394_R2 Q394_R2_C9 3 0.9916882121784645 true
Q394_R2 Q394_R2_C3 4 0.9846503108767474 true
Q394_R2 Q394_R2_C2 5 0.9825563993452278 true
Q394_R2 Q394_R2_C1 6 0.9798926487322034 true
Q394_R2 Q394_R2_C5 7 0.9178973940780948 false
Q394_R2 Q394_R2_C8 8 0.8999647194345128 true
Q394_R2 Q394_R2_C4 9 0.8113750015924741 false
Q394_R2 Q394_R2_C6 10 0.6505167065948867 true
Q394_R22 Q394_R22_C9 1 0.9999999998940087 false
Q394_R22 Q394_R22_C1 2 0.9999999978132239 false
Q394_R22 Q394_R22_C4 3 0.9999999922361913 false
Q394_R22 Q394_R22_C6 4 0.9999999889280472 false
Q394_R22 Q394_R22_C3 5 0.9999999832844082 false
Q394_R22 Q394_R22_C7 6 0.9999999394586199 false
Q394_R22 Q394_R22_C5 7 0.9999997679175637 false
Q394_R22 Q394_R22_C10 8 0.9999981689441453 false
Q394_R22 Q394_R22_C8 9 0.9999978437761443 false
Q394_R22 Q394_R22_C2 10 0.999996663351517 false
Q395_R24 Q395_R24_C4 1 0.9999263946006799 false
Q395_R24 Q395_R24_C2 2 0.9685448130376421 false
Q395_R24 Q395_R24_C6 3 0.9660485668103553 true
Q395_R24 Q395_R24_C5 4 0.957533590897374 false
Q395_R24 Q395_R24_C9 5 0.9225342180186864 false
Q395_R24 Q395_R24_C1 6 0.9140458549932674 false
Q395_R24 Q395_R24_C3 7 0.9140458549932674 false
Q395_R24 Q395_R24_C8 8 0.9140458549932674 false
Q395_R24 Q395_R24_C10 9 0.9140458549932674 false
Q395_R24 Q395_R24_C7 10 0.6222379297357291 false
Q395_R43 Q395_R43_C3 1 0.9912000324947907 true
Q395_R43 Q395_R43_C6 2 0.9840082291302144 false
Q395_R43 Q395_R43_C9 3 0.9821828508724526 false
Q395_R43 Q395_R43_C5 4 0.9716356949971976 false
Q395_R43 Q395_R43_C1 5 0.9439679334652394 false
Q395_R43 Q395_R43_C2 6 0.9439679334652394 false
Q395_R43 Q395_R43_C4 7 0.9231312898465762 false
Q395_R43 Q395_R43_C7 8 0.8898780315193469 false
Q395_R43 Q395_R43_C8 9 0.7662779389643393 false
Q395_R43 Q395_R43_C10 10 0.5729993113768009 true
Q395_R71 Q395_R71_C7 1 0.9996639858787282 false
Q395_R71 Q395_R71_C10 2 0.9601289640144856 false
Q395_R71 Q395_R71_C2 3 0.9292017618607387 false
Q395_R71 Q395_R71_C4 4 0.9242769293807727 true
Q395_R71 Q395_R71_C1 5 0.8898988348500774 false
Q395_R71 Q395_R71_C6 6 0.8523808750061073 true
Q395_R71 Q395_R71_C8 7 0.747346579307646 false
Q395_R71 Q395_R71_C9 8 0.7468680096776316 true
Q395_R71 Q395_R71_C5 9 0.7344715082817905 true
Q395_R71 Q395_R71_C3 10 0.5003739693364617 false
Q396_R20 Q396_R20_C1 1 0.9999999906504314 true
Q396_R20 Q396_R20_C5 2 0.9999750199437203 false
Q396_R20 Q396_R20_C8 3 0.9892339814418337 true
Q396_R20 Q396_R20_C9 4 0.9630462273421089 false
Q396_R20 Q396_R20_C4 5 0.9316791911507284 true
Q396_R20 Q396_R20_C10 6 0.8947445077661619 false
Q396_R20 Q396_R20_C2 7 0.8224015543665267 true
Q396_R20 Q396_R20_C3 8 0.6658533292756105 true
Q396_R20 Q396_R20_C6 9 0.6441305279276426 false
Q396_R20 Q396_R20_C7 10 0.5454890069477066 true
Q396_R41 Q396_R41_C7 1 0.9999999702901889 true
Q396_R41 Q396_R41_C10 2 0.9999333777010944 true
Q396_R41 Q396_R41_C9 3 0.9999257227864368 true
Q396_R41 Q396_R41_C1 4 0.99973043878543 false
Q396_R41 Q396_R41_C2 5 0.9910571859061896 false
Q396_R41 Q396_R41_C3 6 0.9910571859061896 false
Q396_R41 Q396_R41_C8 7 0.9890215311822623 false
Q396_R41 Q396_R41_C4 8 0.9836255527314561 true
Q396_R41 Q396_R41_C5 9 0.9836255527314561 true
Q396_R41 Q396_R41_C6 10 0.7942515161927556 true
Q396_R45 Q396_R45_C9 1 0.9999999990825517 true
Q396_R45 Q396_R45_C3 2 0.9997856775388123 true
Q396_R45 Q396_R45_C6 3 0.9990392052264153 true
Q396_R45 Q396_R45_C5 4 0.998535787856223 true
Q396_R45 Q396_R45_C10 5 0.9981411754427146 true
Q396_R45 Q396_R45_C1 6 0.9618194338296173 true
Q396_R45 Q396_R45_C2 7 0.9249998025433948 true
Q396_R45 Q396_R45_C4 8 0.7257546482020656 false
Q396_R45 Q396_R45_C7 9 0.6250948237650733 false
Q396_R45 Q396_R45_C8 10 0.6113053617431508 true
Q396_R62 Q396_R62_C1 1 0.9999999594220504 false
Q396_R62 Q396_R62_C8 2 0.9999999585329143 false
Q396_R62 Q396_R62_C7 3 0.9999998942775723 false
Q396_R62 Q396_R62_C9 4 0.9999993710488628 false
Q396_R62 Q396_R62_C3 5 0.9999986109961159 false
Q396_R62 Q396_R62_C5 6 0.9999728038344956 false
Q396_R62 Q396_R62_C2 7 0.9999709397140684 false
Q396_R62 Q396_R62_C10 8 0.9999252320272647 false
Q396_R62 Q396_R62_C6 9 0.9996703568888199 false
Q396_R62 Q396_R62_C4 10 0.9839749055791343 false
Q397_R35 Q397_R35_C2 1 0.999409037967424 false
Q397_R35 Q397_R35_C1 2 0.9982533560031464 false
Q397_R35 Q397_R35_C3 3 0.9982533560031464 false
Q397_R35 Q397_R35_C4 4 0.9982533560031464 false
Q397_R35 Q397_R35_C6 5 0.9982533560031464 false
Q397_R35 Q397_R35_C8 6 0.9982533560031464 false
Q397_R35 Q397_R35_C10 7 0.9982533560031464 false
Q397_R35 Q397_R35_C5 8 0.9957150393383882 false
Q397_R35 Q397_R35_C9 9 0.9937325195469516 false
Q397_R35 Q397_R35_C7 10 0.9671475140679942 false
Q397_R43 Q397_R43_C10 1 0.9999942880417501 false
Q397_R43 Q397_R43_C2 2 0.9999827199381386 false
Q397_R43 Q397_R43_C8 3 0.9997225449900583 false
Q397_R43 Q397_R43_C5 4 0.9985717274415767 false
Q397_R43 Q397_R43_C6 5 0.9964999319288586 false
Q397_R43 Q397_R43_C9 6 0.9888357520426202 false
Q397_R43 Q397_R43_C1 7 0.9644095767486721 false
Q397_R43 Q397_R43_C3 8 0.6198004784846252 true
Q397_R43 Q397_R43_C7 9 0.6011385590628419 false
Q397_R43 Q397_R43_C4 10 0.5109334431733036 true
Q397_R5 Q397_R5_C3 1 0.999997662612452 true
Q397_R5 Q397_R5_C1 2 0.999977714369949 true
Q397_R5 Q397_R5_C8 3 0.999838799117067 true
Q397_R5 Q397_R5_C7 4 0.9997755716352917 true
Q397_R5 Q397_R5_C2 5 0.9993152171290625 true
Q397_R5 Q397_R5_C5 6 0.9981750250921779 true
Q397_R5 Q397_R5_C9 7 0.9981750250921779 true
Q397_R5 Q397_R5_C4 8 0.9978197263516542 true
Q397_R5 Q397_R5_C10 9 0.9913009868258517 true
Q397_R5 Q397_R5_C6 10 0.9450895579083403 true
Q397_R72 Q397_R72_C8 1 0.999953881018553 false
Q397_R72 Q397_R72_C10 2 0.9999085521913957 false
Q397_R72 Q397_R72_C6 3 0.9981915534727751 false
Q397_R72 Q397_R72_C4 4 0.9961942942608825 false
Q397_R72 Q397_R72_C5 5 0.9955806506082941 false
Q397_R72 Q397_R72_C3 6 0.9859985538188888 false
Q397_R72 Q397_R72_C7 7 0.9677083860849356 false
Q397_R72 Q397_R72_C9 8 0.9552411815337152 false
Q397_R72 Q397_R72_C1 9 0.8625123231989026 false
Q397_R72 Q397_R72_C2 10 0.5166548530014989 false
Q397_R8 Q397_R8_C4 1 0.9999997318641265 true
Q397_R8 Q397_R8_C6 2 0.9999993527872187 true
Q397_R8 Q397_R8_C3 3 0.9999852340785534 true
Q397_R8 Q397_R8_C7 4 0.9997951564052949 true
Q397_R8 Q397_R8_C1 5 0.9991422208124769 true
Q397_R8 Q397_R8_C5 6 0.9991422208124769 true
Q397_R8 Q397_R8_C8 7 0.9988440775272052 true
Q397_R8 Q397_R8_C2 8 0.8939602589109679 false
Q397_R8 Q397_R8_C9 9 0.8806778939190909 true
Q397_R8 Q397_R8_C10 10 0.8806778939190909 true
Q398_R138 Q398_R138_C1 1 0.999531352874991 true
Q398_R138 Q398_R138_C2 2 0.999531352874991 true
Q398_R138 Q398_R138_C3 3 0.999531352874991 true
Q398_R138 Q398_R138_C4 4 0.999531352874991 true
Q398_R138 Q398_R138_C5 5 0.999531352874991 true
Q398_R138 Q398_R138_C6 6 0.999531352874991 true
Q398_R138 Q398_R138_C7 7 0.999531352874991 true
Q398_R138 Q398_R138_C8 8 0.999531352874991 true
Q398_R138 Q398_R138_C9 9 0.999531352874991 true
Q398_R138 Q398_R138_C10 10 0.999531352874991 true
Q398_R23 Q398_R23_C10 1 0.9999975884892442 true
Q398_R23 Q398_R23_C9 2 0.9999962093363124 true
Q398_R23 Q398_R23_C5 3 0.9965347836047949 true
Q398_R23 Q398_R23_C7 4 0.9948741331654779 true
Q398_R23 Q398_R23_C2 5 0.9883719791888533 true
Q398_R23 Q398_R23_C4 6 0.9702178144214837 true
Q398_R23 Q398_R23_C6 7 0.9330885236748585 true
Q398_R23 Q398_R23_C1 8 0.8984536048423075 true
Q398_R23 Q398_R23_C8 9 0.7791024466383123 false
Q398_R23 Q398_R23_C3 10 0.5371220543101288 true
Q398_R29 Q398_R29_C9 1 0.9999978332353014 false
Q398_R29 Q398_R29_C1 2 0.9999200811897084 false
Q398_R29 Q398_R29_C7 3 0.9998873817362184 false
Q398_R29 Q398_R29_C2 4 0.9998703804346809 false
Q398_R29 Q398_R29_C3 5 0.9993811049112175 false
Q398_R29 Q398_R29_C10 6 0.9991631297312664 false
Q398_R29 Q398_R29_C6 7 0.9869862295634645 false
Q398_R29 Q398_R29_C8 8 0.9820525118209286 false
Q398_R29 Q398_R29_C4 9 0.9402298958462797 false
Q398_R29 Q398_R29_C5 10 0.8822041577900921 false
Q398_R8 Q398_R8_C9 1 0.9999999988915167 true
Q398_R8 Q398_R8_C6 2 0.9999996334273578 true
Q398_R8 Q398_R8_C8 3 0.9999996334273578 true
Q398_R8 Q398_R8_C1 4 0.9999994473940487 true
Q398_R8 Q398_R8_C10 5 0.9999990717165372 true
Q398_R8 Q398_R8_C3 6 0.9999983527355206 true
Q398_R8 Q398_R8_C7 7 0.9999941150468606 true
Q398_R8 Q398_R8_C5 8 0.9999929125860669 true
Q398_R8 Q398_R8_C2 9 0.9999379453173027 true
Q398_R8 Q398_R8_C4 10 0.9994701746567082 true
Q399_R41 Q399_R41_C6 1 0.9997665463887705 false
Q399_R41 Q399_R41_C2 2 0.9995076884355254 false
Q399_R41 Q399_R41_C4 3 0.999506841745166 false
Q399_R41 Q399_R41_C3 4 0.9984623987380586 false
Q399_R41 Q399_R41_C7 5 0.9981411539085192 false
Q399_R41 Q399_R41_C1 6 0.9964688376125201 false
Q399_R41 Q399_R41_C5 7 0.9858113833600556 false
Q399_R41 Q399_R41_C8 8 0.9277257990503041 false
Q399_R41 Q399_R41_C9 9 0.9277257990503041 false
Q399_R41 Q399_R41_C10 10 0.9277257990503041 false
Q399_R43 Q399_R43_C4 1 0.9999986160722674 false
Q399_R43 Q399_R43_C2 2 0.9999922248009543 false
Q399_R43 Q399_R43_C10 3 0.9999833836247499 false
Q399_R43 Q399_R43_C5 4 0.9997953938951856 true
Q399_R43 Q399_R43_C3 5 0.9976328326647287 false
Q399_R43 Q399_R43_C8 6 0.9869069073254987 false
Q399_R43 Q399_R43_C1 7 0.9794088137950423 false
Q399_R43 Q399_R43_C7 8 0.9793276749468856 false
Q399_R43 Q399_R43_C9 9 0.939866426289253 true
Q399_R43 Q399_R43_C6 10 0.7050966770474555 false
Q399_R48 Q399_R48_C6 1 0.9999993038745124 true
Q399_R48 Q399_R48_C9 2 0.9999971700357666 true
Q399_R48 Q399_R48_C2 3 0.9999969231323056 true
Q399_R48 Q399_R48_C3 4 0.9999387837778729 false
Q399_R48 Q399_R48_C7 5 0.9918150767389013 false
Q399_R48 Q399_R48_C1 6 0.981574984697706 false
