"Question Number" "Answer Number" "Predict Rank" "Predict Proba" "Answer class"
Q390_R33 Q390_R33_C7 1 0.9999938315793354 true
Q390_R33 Q390_R33_C3 2 0.9999461788078124 true
Q390_R33 Q390_R33_C2 3 0.9960920587703304 true
Q390_R33 Q390_R33_C1 4 0.9924727638355093 true
Q390_R33 Q390_R33_C9 5 0.9769703946559102 true
Q390_R33 Q390_R33_C8 6 0.973985198733914 true
Q390_R33 Q390_R33_C4 7 0.9444981484603899 true
Q390_R33 Q390_R33_C10 8 0.9343879097521877 true
Q390_R33 Q390_R33_C5 9 0.7704673212240616 true
Q390_R33 Q390_R33_C6 10 0.7289077151145947 true
Q390_R39 Q390_R39_C8 1 0.9990749209702052 false
Q390_R39 Q390_R39_C4 2 0.9990632857832964 true
Q390_R39 Q390_R39_C1 3 0.9617476797036572 true
Q390_R39 Q390_R39_C3 4 0.9393762041295048 true
Q390_R39 Q390_R39_C7 5 0.9337825296796172 true
Q390_R39 Q390_R39_C6 6 0.9166445493503451 true
Q390_R39 Q390_R39_C9 7 0.8586862058247292 true
Q390_R39 Q390_R39_C2 8 0.7830084428780865 false
Q390_R39 Q390_R39_C5 9 0.7299131149032911 true
Q390_R39 Q390_R39_C10 10 0.5452087154559893 false
Q390_R69 Q390_R69_C6 1 0.9999995729834577 false
Q390_R69 Q390_R69_C4 2 0.9999807779494858 false
Q390_R69 Q390_R69_C8 3 0.9999793069960214 false
Q390_R69 Q390_R69_C9 4 0.9999492460256277 false
Q390_R69 Q390_R69_C5 5 0.9999381958742956 false
Q390_R69 Q390_R69_C3 6 0.9998466673500486 false
Q390_R69 Q390_R69_C10 7 0.9992581786671161 false
Q390_R69 Q390_R69_C1 8 0.9969984348219592 false
Q390_R69 Q390_R69_C2 9 0.8468685238439844 false
Q390_R69 Q390_R69_C7 10 0.8046280964196326 true
Q391_R23 Q391_R23_C4 1 0.9999071817458935 false
Q391_R23 Q391_R23_C1 2 0.9935681698605281 true
Q391_R23 Q391_R23_C6 3 0.9922120107674256 true
Q391_R23 Q391_R23_C5 4 0.987718608894378 false
Q391_R23 Q391_R23_C3 5 0.9795543947424403 false
Q391_R23 Q391_R23_C2 6 0.9558303229931634 false
Q391_R23 Q391_R23_C8 7 0.8808664130734623 true
Q391_R23 Q391_R23_C9 8 0.8808664130734623 true
Q391_R23 Q391_R23_C10 9 0.8808664130734623 true
Q391_R23 Q391_R23_C7 10 0.7958706732370379 true
Q391_R31 Q391_R31_C5 1 0.998483552290931 true
Q391_R31 Q391_R31_C2 2 0.996530271798815 true
Q391_R31 Q391_R31_C9 3 0.9884960188246765 true
Q391_R31 Q391_R31_C10 4 0.9609980895065188 true
Q391_R31 Q391_R31_C8 5 0.9532240549944551 true
Q391_R31 Q391_R31_C6 6 0.8588261413697471 true
Q391_R31 Q391_R31_C7 7 0.8189903277557761 false
Q391_R31 Q391_R31_C1 8 0.7962835768034273 true
Q391_R31 Q391_R31_C3 9 0.6986973077776208 true
Q391_R31 Q391_R31_C4 10 0.553241924686127 true
Q392_R18 Q392_R18_C10 1 0.9998007855122524 false
Q392_R18 Q392_R18_C2 2 0.9963185639011447 true
Q392_R18 Q392_R18_C5 3 0.9891615780280338 false
Q392_R18 Q392_R18_C8 4 0.9873545560162457 false
Q392_R18 Q392_R18_C9 5 0.9763248287031183 false
Q392_R18 Q392_R18_C4 6 0.9720157939129233 false
Q392_R18 Q392_R18_C3 7 0.9283341250132351 false
Q392_R18 Q392_R18_C6 8 0.8451303984873613 false
Q392_R18 Q392_R18_C1 9 0.8080096972407023 false
Q392_R18 Q392_R18_C7 10 0.7523557182253828 false
Q392_R20 Q392_R20_C3 1 0.9999645385631846 true
Q392_R20 Q392_R20_C7 2 0.9999121829446046 true
Q392_R20 Q392_R20_C8 3 0.9997651235192401 true
Q392_R20 Q392_R20_C10 4 0.9995234805758028 true
Q392_R20 Q392_R20_C2 5 0.9990517285537899 true
Q392_R20 Q392_R20_C9 6 0.9974169942722857 true
Q392_R20 Q392_R20_C5 7 0.9954014040012036 true
Q392_R20 Q392_R20_C1 8 0.9657207033961414 true
Q392_R20 Q392_R20_C6 9 0.9148458522087787 true
Q392_R20 Q392_R20_C4 10 0.888582511311486 false
Q392_R3 Q392_R3_C10 1 0.9998039339768116 false
Q392_R3 Q392_R3_C1 2 0.9996927987935516 false
Q392_R3 Q392_R3_C4 3 0.9994087721467255 false
Q392_R3 Q392_R3_C5 4 0.9926780419156226 false
Q392_R3 Q392_R3_C9 5 0.9718066273863849 false
Q392_R3 Q392_R3_C6 6 0.9678548880645091 false
Q392_R3 Q392_R3_C2 7 0.9569273486674428 false
Q392_R3 Q392_R3_C7 8 0.9540535945354525 false
Q392_R3 Q392_R3_C8 9 0.8946088206586111 true
Q392_R3 Q392_R3_C3 10 0.5040870161662175 true
Q392_R33 Q392_R33_C2 1 0.9998711671631066 false
Q392_R33 Q392_R33_C5 2 0.999789993946867 false
Q392_R33 Q392_R33_C9 3 0.9976496417686052 false
Q392_R33 Q392_R33_C1 4 0.997633397720819 false
Q392_R33 Q392_R33_C10 5 0.9972447853589451 true
Q392_R33 Q392_R33_C7 6 0.988656341773 false
Q392_R33 Q392_R33_C6 7 0.983438104228639 false
Q392_R33 Q392_R33_C3 8 0.9088725365986859 false
Q392_R33 Q392_R33_C4 9 0.6905482561967646 true
Q392_R33 Q392_R33_C8 10 0.6206936150969589 false
Q392_R40 Q392_R40_C4 1 0.9996908636511035 false
Q392_R40 Q392_R40_C7 2 0.9995255545045139 false
Q392_R40 Q392_R40_C5 3 0.9989898973296599 false
Q392_R40 Q392_R40_C8 4 0.9986922396695193 false
Q392_R40 Q392_R40_C9 5 0.9939230883716017 false
Q392_R40 Q392_R40_C6 6 0.986797928388284 false
Q392_R40 Q392_R40_C10 7 0.9852901297534289 false
Q392_R40 Q392_R40_C3 8 0.9748800413064086 false
Q392_R40 Q392_R40_C1 9 0.9523346196141848 false
Q392_R40 Q392_R40_C2 10 0.7330820950156784 false
Q393_R16 Q393_R16_C8 1 0.9837469341901753 false
Q393_R16 Q393_R16_C1 2 0.9817299071774668 false
Q393_R16 Q393_R16_C5 3 0.9757780833810333 false
Q393_R16 Q393_R16_C7 4 0.9752019101783023 false
Q393_R16 Q393_R16_C10 5 0.9752019101783023 false
Q393_R16 Q393_R16_C2 6 0.9006713100513171 false
Q393_R16 Q393_R16_C6 7 0.8754909571704403 true
Q393_R16 Q393_R16_C4 8 0.7124815176964656 false
Q393_R16 Q393_R16_C9 9 0.5720268927742244 true
Q393_R16 Q393_R16_C3 10 0.5630899598104548 false
Q393_R22 Q393_R22_C4 1 0.9876329079212397 false
Q393_R22 Q393_R22_C10 2 0.982516548712258 false
Q393_R22 Q393_R22_C2 3 0.9304893166250597 false
Q393_R22 Q393_R22_C5 4 0.7409206741492345 false
Q393_R22 Q393_R22_C3 5 0.7182665714657227 true
Q393_R22 Q393_R22_C6 6 0.6985614907838504 false
Q393_R22 Q393_R22_C9 7 0.6962481568803305 false
Q393_R22 Q393_R22_C1 8 0.6379111119922282 false
Q393_R22 Q393_R22_C8 9 0.5545110660398933 false
Q393_R22 Q393_R22_C7 10 0.5058930844324071 true
Q393_R31 Q393_R31_C9 1 0.999972628540033 true
Q393_R31 Q393_R31_C6 2 0.9999534603676483 true
Q393_R31 Q393_R31_C5 3 0.999938823534633 true
Q393_R31 Q393_R31_C4 4 0.9999046833938091 true
Q393_R31 Q393_R31_C1 5 0.9997769581101222 true
Q393_R31 Q393_R31_C2 6 0.9997285321584882 true
Q393_R31 Q393_R31_C7 7 0.9997135714538185 true
Q393_R31 Q393_R31_C10 8 0.9995233481720689 true
Q393_R31 Q393_R31_C8 9 0.998450441451464 true
Q393_R31 Q393_R31_C3 10 0.9973920344270593 true
Q394_R2 Q394_R2_C10 1 0.999998766473951 true
Q394_R2 Q394_R2_C4 2 0.9999975313086245 true
Q394_R2 Q394_R2_C8 3 0.9999883741847778 true
Q394_R2 Q394_R2_C7 4 0.9999454714857872 true
Q394_R2 Q394_R2_C6 5 0.9998041791516703 true
Q394_R2 Q394_R2_C3 6 0.999745116488636 true
Q394_R2 Q394_R2_C5 7 0.9991702100388865 true
Q394_R2 Q394_R2_C9 8 0.9987267123434828 true
Q394_R2 Q394_R2_C1 9 0.9986563940136316 true
Q394_R2 Q394_R2_C2 10 0.989141577561729 true
Q394_R22 Q394_R22_C10 1 0.9999277401067418 true
Q394_R22 Q394_R22_C7 2 0.9997234358899949 true
Q394_R22 Q394_R22_C9 3 0.9935567471872331 true
Q394_R22 Q394_R22_C6 4 0.9917762495057977 true
Q394_R22 Q394_R22_C2 5 0.9903823259636111 false
Q394_R22 Q394_R22_C8 6 0.9868780582908463 true
Q394_R22 Q394_R22_C4 7 0.9609346990174586 true
Q394_R22 Q394_R22_C1 8 0.8854336102967673 false
Q394_R22 Q394_R22_C5 9 0.882510238032223 true
Q394_R22 Q394_R22_C3 10 0.5344500367716605 false
Q395_R24 Q395_R24_C4 1 0.9979925525806607 false
Q395_R24 Q395_R24_C9 2 0.9826603975276587 false
Q395_R24 Q395_R24_C10 3 0.9612514766238228 true
Q395_R24 Q395_R24_C7 4 0.9596715092619389 false
Q395_R24 Q395_R24_C6 5 0.9581637711292431 false
Q395_R24 Q395_R24_C5 6 0.9338336472028405 false
Q395_R24 Q395_R24_C2 7 0.8640936637982031 false
Q395_R24 Q395_R24_C1 8 0.7782496636852116 false
Q395_R24 Q395_R24_C3 9 0.7782496636852116 false
Q395_R24 Q395_R24_C8 10 0.7782496636852116 false
Q395_R43 Q395_R43_C8 1 0.9994488549024455 false
Q395_R43 Q395_R43_C10 2 0.9935334766039027 false
Q395_R43 Q395_R43_C9 3 0.9924852668175669 false
Q395_R43 Q395_R43_C5 4 0.9808369482905286 false
Q395_R43 Q395_R43_C6 5 0.9497237291913614 false
Q395_R43 Q395_R43_C7 6 0.9459054356376535 false
Q395_R43 Q395_R43_C4 7 0.9435410029561512 false
Q395_R43 Q395_R43_C1 8 0.9349891428937253 false
Q395_R43 Q395_R43_C2 9 0.9349891428937253 false
Q395_R43 Q395_R43_C3 10 0.5913624078265496 true
Q395_R71 Q395_R71_C10 1 0.9999966747602803 false
Q395_R71 Q395_R71_C3 2 0.9997541903856647 false
Q395_R71 Q395_R71_C1 3 0.9994420456086862 false
Q395_R71 Q395_R71_C4 4 0.9976557938695808 false
Q395_R71 Q395_R71_C6 5 0.9921176316062074 false
Q395_R71 Q395_R71_C8 6 0.9909189865095821 false
Q395_R71 Q395_R71_C2 7 0.9869019312083153 false
Q395_R71 Q395_R71_C7 8 0.9711760015086823 false
Q395_R71 Q395_R71_C9 9 0.8557145577604109 true
Q395_R71 Q395_R71_C5 10 0.6170669013090659 true
Q396_R20 Q396_R20_C5 1 0.9997727575524816 false
Q396_R20 Q396_R20_C6 2 0.9988129365736916 false
Q396_R20 Q396_R20_C1 3 0.9981485367981808 true
Q396_R20 Q396_R20_C7 4 0.9968601672701436 false
Q396_R20 Q396_R20_C9 5 0.9924086583171939 false
Q396_R20 Q396_R20_C10 6 0.9894533119749225 false
Q396_R20 Q396_R20_C3 7 0.9832587072182741 false
Q396_R20 Q396_R20_C2 8 0.953734232665969 false
Q396_R20 Q396_R20_C8 9 0.8751699417356914 true
Q396_R20 Q396_R20_C4 10 0.7176923226700287 false
Q396_R41 Q396_R41_C4 1 0.9999863159990964 false
Q396_R41 Q396_R41_C5 2 0.9999863159990964 false
Q396_R41 Q396_R41_C10 3 0.999959962251251 true
Q396_R41 Q396_R41_C6 4 0.9999163591979345 false
Q396_R41 Q396_R41_C8 5 0.9894459331421951 false
Q396_R41 Q396_R41_C9 6 0.9771947792268944 true
Q396_R41 Q396_R41_C2 7 0.9194979386182169 false
Q396_R41 Q396_R41_C3 8 0.9194979386182169 false
Q396_R41 Q396_R41_C7 9 0.7740413491524055 true
Q396_R41 Q396_R41_C1 10 0.6664065704779181 false
Q396_R45 Q396_R45_C10 1 0.9999947051853634 true
Q396_R45 Q396_R45_C9 2 0.9995354159405633 true
Q396_R45 Q396_R45_C1 3 0.998845150144716 true
Q396_R45 Q396_R45_C7 4 0.9976071682325393 true
Q396_R45 Q396_R45_C3 5 0.9928628191896276 true
Q396_R45 Q396_R45_C2 6 0.9835679128025921 true
Q396_R45 Q396_R45_C5 7 0.9402235481528277 true
Q396_R45 Q396_R45_C6 8 0.927624893672844 true
Q396_R45 Q396_R45_C8 9 0.850976775454882 true
Q396_R45 Q396_R45_C4 10 0.5183998704889882 true
Q396_R62 Q396_R62_C8 1 0.999999997167871 true
Q396_R62 Q396_R62_C2 2 0.9999999494414343 true
Q396_R62 Q396_R62_C5 3 0.9999979854981315 true
Q396_R62 Q396_R62_C4 4 0.9999968897074517 true
Q396_R62 Q396_R62_C1 5 0.9999948838658254 true
Q396_R62 Q396_R62_C6 6 0.9999812047503143 true
Q396_R62 Q396_R62_C10 7 0.9999504940022405 true
Q396_R62 Q396_R62_C3 8 0.9999319414065617 true
Q396_R62 Q396_R62_C9 9 0.999809017519572 true
Q396_R62 Q396_R62_C7 10 0.9992163872550354 true
Q397_R35 Q397_R35_C2 1 0.9821827444038838 true
Q397_R35 Q397_R35_C5 2 0.9640170858511574 true
Q397_R35 Q397_R35_C7 3 0.9375154296703496 true
Q397_R35 Q397_R35_C10 4 0.8922838740609543 true
Q397_R35 Q397_R35_C1 5 0.7873189511861179 true
Q397_R35 Q397_R35_C3 6 0.7873189511861179 true
Q397_R35 Q397_R35_C4 7 0.7873189511861179 true
Q397_R35 Q397_R35_C6 8 0.7873189511861179 true
Q397_R35 Q397_R35_C8 9 0.7873189511861179 true
Q397_R35 Q397_R35_C9 10 0.6002906783518418 true
Q397_R43 Q397_R43_C8 1 0.9998840249793675 false
Q397_R43 Q397_R43_C10 2 0.9998522082610645 true
Q397_R43 Q397_R43_C4 3 0.9996745228730941 false
Q397_R43 Q397_R43_C1 4 0.9993570419569883 false
Q397_R43 Q397_R43_C5 5 0.9434741091632052 false
Q397_R43 Q397_R43_C6 6 0.9374842047413866 false
Q397_R43 Q397_R43_C2 7 0.917431743989064 true
Q397_R43 Q397_R43_C3 8 0.9154655361479715 false
Q397_R43 Q397_R43_C9 9 0.7740799770108244 true
Q397_R43 Q397_R43_C7 10 0.7642329324978603 true
Q397_R5 Q397_R5_C10 1 0.9977824989382365 false
Q397_R5 Q397_R5_C6 2 0.9753285293506808 false
Q397_R5 Q397_R5_C4 3 0.9648552086307773 false
Q397_R5 Q397_R5_C5 4 0.9489766708977411 false
Q397_R5 Q397_R5_C9 5 0.9489766708977411 false
Q397_R5 Q397_R5_C2 6 0.9418174002282004 false
Q397_R5 Q397_R5_C1 7 0.9389288028823184 false
Q397_R5 Q397_R5_C7 8 0.931053982345583 false
Q397_R5 Q397_R5_C8 9 0.6452690055107513 false
Q397_R5 Q397_R5_C3 10 0.5746540749479944 true
Q397_R72 Q397_R72_C6 1 0.9999823698229547 true
Q397_R72 Q397_R72_C3 2 0.9998317206554965 true
Q397_R72 Q397_R72_C2 3 0.9997028854191091 true
Q397_R72 Q397_R72_C7 4 0.9996961334754438 true
Q397_R72 Q397_R72_C10 5 0.9982503720832709 true
Q397_R72 Q397_R72_C5 6 0.9808762013843139 true
Q397_R72 Q397_R72_C9 7 0.9807584591049562 true
Q397_R72 Q397_R72_C4 8 0.9802369822783609 true
Q397_R72 Q397_R72_C8 9 0.9518202858076331 true
Q397_R72 Q397_R72_C1 10 0.5280864705602608 true
Q397_R8 Q397_R8_C6 1 0.9998895794190849 true
Q397_R8 Q397_R8_C3 2 0.9998830706773016 true
Q397_R8 Q397_R8_C9 3 0.9992852728870641 false
Q397_R8 Q397_R8_C10 4 0.9992852728870641 false
Q397_R8 Q397_R8_C7 5 0.999026543965677 false
Q397_R8 Q397_R8_C2 6 0.9974020801093585 false
Q397_R8 Q397_R8_C8 7 0.9858129096638014 false
Q397_R8 Q397_R8_C1 8 0.9798701468652935 false
Q397_R8 Q397_R8_C5 9 0.9798701468652935 false
Q397_R8 Q397_R8_C4 10 0.9543932040658729 false
Q398_R138 Q398_R138_C1 1 0.990690910550678 false
Q398_R138 Q398_R138_C2 2 0.990690910550678 false
Q398_R138 Q398_R138_C3 3 0.990690910550678 false
Q398_R138 Q398_R138_C4 4 0.990690910550678 false
Q398_R138 Q398_R138_C5 5 0.990690910550678 false
Q398_R138 Q398_R138_C6 6 0.990690910550678 false
Q398_R138 Q398_R138_C7 7 0.990690910550678 false
Q398_R138 Q398_R138_C8 8 0.990690910550678 false
Q398_R138 Q398_R138_C9 9 0.990690910550678 false
Q398_R138 Q398_R138_C10 10 0.990690910550678 false
Q398_R23 Q398_R23_C3 1 0.9999998980800902 true
Q398_R23 Q398_R23_C2 2 0.9999884687625407 true
Q398_R23 Q398_R23_C1 3 0.9998785623212317 true
Q398_R23 Q398_R23_C9 4 0.9995293701605137 true
Q398_R23 Q398_R23_C10 5 0.9993850270251826 true
Q398_R23 Q398_R23_C7 6 0.9990896475998071 true
Q398_R23 Q398_R23_C8 7 0.9962825445493947 true
Q398_R23 Q398_R23_C5 8 0.9898455542441996 true
Q398_R23 Q398_R23_C6 9 0.9759237485444758 true
Q398_R23 Q398_R23_C4 10 0.9559116144737411 true
Q398_R29 Q398_R29_C4 1 0.999998924591405 true
Q398_R29 Q398_R29_C6 2 0.9999952804325623 true
Q398_R29 Q398_R29_C8 3 0.9999691579266106 true
Q398_R29 Q398_R29_C5 4 0.9999319521837966 true
Q398_R29 Q398_R29_C3 5 0.9999127353227599 true
Q398_R29 Q398_R29_C2 6 0.9987886964134814 true
Q398_R29 Q398_R29_C10 7 0.9977013905413837 true
Q398_R29 Q398_R29_C9 8 0.9639106640991367 true
Q398_R29 Q398_R29_C7 9 0.942227863212849 true
Q398_R29 Q398_R29_C1 10 0.8923244364494882 true
Q398_R8 Q398_R8_C6 1 0.9999999773742033 true
Q398_R8 Q398_R8_C8 2 0.9999999773742033 true
Q398_R8 Q398_R8_C9 3 0.9999999768045281 true
Q398_R8 Q398_R8_C5 4 0.9999987365592364 true
Q398_R8 Q398_R8_C10 5 0.9999924441098944 true
Q398_R8 Q398_R8_C7 6 0.9999369555746499 true
Q398_R8 Q398_R8_C1 7 0.9999057233064803 true
Q398_R8 Q398_R8_C2 8 0.9998559651475706 true
Q398_R8 Q398_R8_C4 9 0.9814091212416948 true
Q398_R8 Q398_R8_C3 10 0.9620900848644214 true
Q399_R41 Q399_R41_C4 1 0.9997449530896858 false
Q399_R41 Q399_R41_C3 2 0.9978570528577729 false
Q399_R41 Q399_R41_C6 3 0.9956769237293991 false
Q399_R41 Q399_R41_C1 4 0.9954982547318864 false
Q399_R41 Q399_R41_C8 5 0.9939150033687091 false
Q399_R41 Q399_R41_C9 6 0.9939150033687091 false
Q399_R41 Q399_R41_C10 7 0.9939150033687091 false
Q399_R41 Q399_R41_C7 8 0.9896426758990358 false
Q399_R41 Q399_R41_C5 9 0.9388549559576078 false
Q399_R41 Q399_R41_C2 10 0.7769229441591868 false
Q399_R43 Q399_R43_C10 1 0.9998849350480783 false
Q399_R43 Q399_R43_C5 2 0.999445360385803 true
Q399_R43 Q399_R43_C4 3 0.9951835561108947 false
Q399_R43 Q399_R43_C9 4 0.99110325716449 false
Q399_R43 Q399_R43_C1 5 0.9857543950698713 false
Q399_R43 Q399_R43_C7 6 0.9596775823894179 false
Q399_R43 Q399_R43_C2 7 0.8294249156395312 false
Q399_R43 Q399_R43_C6 8 0.7817569667644519 true
Q399_R43 Q399_R43_C8 9 0.6914111207369824 true
Q399_R43 Q399_R43_C3 10 0.5897866878243357 true
Q399_R48 Q399_R48_C2 1 0.9999852905748995 true
Q399_R48 Q399_R48_C1 2 0.9989431855256995 true
Q399_R48 Q399_R48_C6 3 0.997828573624269 true
Q399_R48 Q399_R48_C7 4 0.9966494277980927 true
Q399_R48 Q399_R48_C9 5 0.9952030816262866 true
Q399_R48 Q399_R48_C3 6 0.9929461047083715 true
